_id,Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
ObjectId("5e8d4fe84063a3a72f67dac8"),1998-99,NBA,Miami Heat*,33,17,0.66,1st of 7,5.11,84.8,-4.1,104.7,2.5,98.9,-3.3,Lost E. Conf. 1st Rnd.,P. Riley (33-17),A. Mourning (7.9),20
ObjectId("5e8d4fe84063a3a72f67dac9"),2019-20,NBA,Miami Heat,41,24,0.631,1st of 5,2.58,98.1,-2.1,112.7,2.3,109.4,-1,,E. Spoelstra (41-24),J. Butler (8.5),20
ObjectId("5e8d4fe84063a3a72f67daca"),2018-19,NBA,Miami Heat,39,43,0.476,3rd of 5,-0.45,98.2,-1.8,107.3,-3.1,107.6,-2.8,,E. Spoelstra (39-43),B. Adebayo (6.8),20
ObjectId("5e8d4fe84063a3a72f67dacb"),2017-18,NBA,Miami Heat*,44,38,0.537,1st of 5,0.15,95.6,-1.7,106.8,-1.8,106.3,-2.3,Lost E. Conf. 1st Rnd.,E. Spoelstra (44-38),K. Olynyk (5.5),20
ObjectId("5e8d4fe84063a3a72f67dacc"),1997-98,NBA,Miami Heat*,55,27,0.671,1st of 7,5.09,87.9,-2.4,107.6,2.6,102,-3,Lost E. Conf. 1st Rnd.,P. Riley (55-27),T. Hardaway (11.7),20
ObjectId("5e8d4fe84063a3a72f67dacd"),2012-13,NBA,Miami Heat*,66,16,0.805,1st of 5,7.03,90.7,-1.3,112.3,6.4,103.7,-2.2,Won Finals,E. Spoelstra (66-16),L. James (19.3),20
ObjectId("5e8d4fe84063a3a72f67dace"),1996-97,NBA,Miami Heat*,61,21,0.744,1st of 7,5.56,88.2,-1.9,106.8,0.1,100.6,-6.1,Lost E. Conf. Finals,P. Riley (61-21),T. Hardaway (12.9),20
ObjectId("5e8d4fe84063a3a72f67dacf"),2013-14,NBA,Miami Heat*,54,28,0.659,1st of 5,4.15,91.2,-2.7,110.9,4.2,105.8,-0.9,Lost Finals,E. Spoelstra (54-28),L. James (15.9),20
ObjectId("5e8d4fe84063a3a72f67dad0"),1993-94,NBA,Miami Heat*,42,40,0.512,4th of 7,2.4,93.8,-1.3,109.5,3.2,106.7,0.4,Lost E. Conf. 1st Rnd.,K. Loughery (42-40),G. Rice (10.2),20
ObjectId("5e8d4fe84063a3a72f67dad1"),1992-93,NBA,Miami Heat,36,46,0.439,5th of 7,-0.93,94.6,-2.2,107.7,-0.3,108.9,0.9,,K. Loughery (36-46),G. Long (6.5),20
ObjectId("5e8d4fe84063a3a72f67dad2"),1991-92,NBA,Miami Heat*,38,44,0.463,4th of 7,-3.94,97.7,1.1,106.7,-1.5,110.9,2.7,Lost E. Conf. 1st Rnd.,K. Loughery (38-44),G. Rice (7.9),20
ObjectId("5e8d4fe84063a3a72f67dad3"),1994-95,NBA,Miami Heat,32,50,0.39,4th of 7,-1.85,92.9,0,108.2,-0.1,109.9,1.6,,K. Loughery (17-29) A. Gentry (15-21),G. Rice (10.0),20
ObjectId("5e8d4fe84063a3a72f67dad4"),1995-96,NBA,Miami Heat*,42,40,0.512,3rd of 7,1.46,91.1,-0.7,105.3,-2.3,103.8,-3.8,Lost E. Conf. 1st Rnd.,P. Riley (42-40),A. Mourning (9.9),20
ObjectId("5e8d4fe84063a3a72f67dad5"),1990-91,NBA,Miami Heat,24,58,0.293,6th of 6,-5.91,99.3,1.5,102,-5.9,108.1,0.2,,R. Rothstein (24-58),S. Douglas (5.4),20
ObjectId("5e8d4fe84063a3a72f67dad6"),1989-90,NBA,Miami Heat,18,64,0.22,5th of 6,-9.59,101,2.7,99.3,-8.8,108.9,0.8,,R. Rothstein (18-64),S. Douglas (4.4),20
ObjectId("5e8d4fe84063a3a72f67dad7"),1988-89,NBA,Miami Heat,15,67,0.183,6th of 6,-11.13,99.1,-1.5,97.8,-10,109,1.2,,R. Rothstein (15-67),G. Long (4.6),20
ObjectId("5e8d4feb97c656aac9287efd"),2019-20,NBA,Milwaukee Bucks*,53,12,0.815,1st of 5,10.44,105,4.8,112.6,2.2,101.9,-8.5,,M. Budenholzer (53-12),G. Antetokounmpo (10.4),21
ObjectId("5e8d4feb97c656aac9287efe"),2018-19,NBA,Milwaukee Bucks*,60,22,0.732,1st of 5,8.04,103.3,3.3,113.8,3.4,105.2,-5.2,Lost E. Conf. Finals,M. Budenholzer (60-22),G. Antetokounmpo (14.4),21
ObjectId("5e8d4feb97c656aac9287eff"),2011-12,NBA,Milwaukee Bucks,31,35,0.47,3rd of 5,-0.23,93.7,2.4,105.5,0.9,105.2,0.6,,S. Skiles (31-35),E. İlyasova (6.4),21
ObjectId("5e8d4feb97c656aac9287f00"),2017-18,NBA,Milwaukee Bucks*,44,38,0.537,3rd of 5,-0.45,96.2,-1.1,109.8,1.2,110.1,1.5,Lost E. Conf. 1st Rnd.,J. Kidd (23-22) J. Prunty (21-16),G. Antetokounmpo (11.9),21
ObjectId("5e8d4feb97c656aac9287f01"),2013-14,NBA,Milwaukee Bucks,15,67,0.183,5th of 5,-8.41,91.8,-2.1,103,-3.7,111.8,5.1,,L. Drew (15-67),J. Henson (3.3),21
ObjectId("5e8d4feb97c656aac9287f02"),2016-17,NBA,Milwaukee Bucks*,42,40,0.512,2nd of 5,-0.45,94.5,-1.9,109.1,0.3,109.3,0.5,Lost E. Conf. 1st Rnd.,J. Kidd (42-40),G. Antetokounmpo (12.4),21
ObjectId("5e8d4feb97c656aac9287f03"),2006-07,NBA,Milwaukee Bucks,28,54,0.341,5th of 5,-4.43,92.3,0.4,107,0.5,111.7,5.2,,T. Stotts (23-41) L. Krystkowiak (5-13),M. Redd (6.1),21
ObjectId("5e8d4feb97c656aac9287f04"),2005-06,NBA,Milwaukee Bucks*,40,42,0.488,5th of 5,-1.07,91.2,0.7,106.3,0.1,107.4,1.2,Lost E. Conf. 1st Rnd.,T. Stotts (40-42),M. Redd (10.8),21
ObjectId("5e8d4feb97c656aac9287f05"),2015-16,NBA,Milwaukee Bucks,33,49,0.402,5th of 5,-3.98,94.2,-1.6,104.3,-2.1,108.7,2.3,,J. Kidd (33-49),G. Monroe (7.5),21
ObjectId("5e8d4feb97c656aac9287f06"),2014-15,NBA,Milwaukee Bucks*,41,41,0.5,3rd of 5,-0.09,94.1,0.2,102.7,-2.9,102.2,-3.4,Lost E. Conf. 1st Rnd.,J. Kidd (41-41),K. Middleton (6.7),21
ObjectId("5e8d4feb97c656aac9287f07"),2003-04,NBA,Milwaukee Bucks*,41,41,0.5,4th of 8,0.42,91.6,1.5,106.5,3.6,105.4,2.5,Lost E. Conf. 1st Rnd.,T. Porter (41-41),M. Redd (9.7),21
ObjectId("5e8d4feb97c656aac9287f08"),2008-09,NBA,Milwaukee Bucks,34,48,0.415,5th of 5,-0.88,92.6,0.9,106.7,-1.6,107.9,-0.4,,S. Skiles (34-48),R. Jefferson (6.6),21
ObjectId("5e8d4feb97c656aac9287f09"),2007-08,NBA,Milwaukee Bucks,26,56,0.317,5th of 5,-6.92,91.3,-1.1,105.3,-2.2,112.8,5.3,,L. Krystkowiak (26-56),M. Redd (5.8),21
ObjectId("5e8d4feb97c656aac9287f0a"),2009-10,NBA,Milwaukee Bucks*,46,36,0.561,2nd of 5,1.37,91.7,-1,104.9,-2.7,103.1,-4.5,Lost E. Conf. 1st Rnd.,S. Skiles (46-36),A. Bogut (7.5),21
ObjectId("5e8d4feb97c656aac9287f0b"),2004-05,NBA,Milwaukee Bucks,30,52,0.366,5th of 5,-3.09,90.8,-0.1,106.6,0.5,109.8,3.7,,T. Porter (30-52),M. Redd (6.2),21
ObjectId("5e8d4feb97c656aac9287f0c"),2002-03,NBA,Milwaukee Bucks*,42,40,0.512,4th of 8,-0.24,90.4,-0.6,108.8,5.2,108.6,5,Lost E. Conf. 1st Rnd.,G. Karl (42-40),S. Cassell (9.6),21
ObjectId("5e8d4feb97c656aac9287f0d"),2001-02,NBA,Milwaukee Bucks,41,41,0.5,5th of 8,-0.62,90.2,-0.5,106.9,2.4,107.1,2.6,,G. Karl (41-41),R. Allen (8.9),21
ObjectId("5e8d4feb97c656aac9287f0e"),2012-13,NBA,Milwaukee Bucks*,38,44,0.463,3rd of 5,-1.83,94.7,2.7,103.6,-2.3,105.2,-0.7,Lost E. Conf. 1st Rnd.,S. Skiles (16-16) J. Boylan (22-28),E. İlyasova (6.7),21
ObjectId("5e8d4feb97c656aac9287f0f"),1999-00,NBA,Milwaukee Bucks*,42,40,0.512,5th of 8,-0.06,92.7,-0.4,108.2,4.1,107.9,3.8,Lost E. Conf. 1st Rnd.,G. Karl (42-40),R. Allen (10.1),21
ObjectId("5e8d4feb97c656aac9287f10"),1998-99,NBA,Milwaukee Bucks*,28,22,0.56,4th of 8,1.66,87,-1.9,104.9,2.7,103,0.8,Lost E. Conf. 1st Rnd.,G. Karl (28-22),R. Allen (5.2),21
ObjectId("5e8d4feb97c656aac9287f11"),1997-98,NBA,Milwaukee Bucks,36,46,0.439,7th of 8,-1.33,90.2,-0.1,103.5,-1.5,105.6,0.6,,C. Ford (36-46),R. Allen (7.0),21
ObjectId("5e8d4feb97c656aac9287f12"),1996-97,NBA,Milwaukee Bucks,33,49,0.402,7th of 8,-1.38,89.5,-0.6,106.2,-0.5,108.3,1.6,,C. Ford (33-49),V. Baker (8.3),21
ObjectId("5e8d4feb97c656aac9287f13"),1995-96,NBA,Milwaukee Bucks,25,57,0.305,7th of 8,-4.92,90.2,-1.6,105.6,-2,111.5,3.9,,M. Dunleavy (25-57),V. Baker (6.2),21
ObjectId("5e8d4feb97c656aac9287f14"),2010-11,NBA,Milwaukee Bucks,35,47,0.427,3rd of 5,-1.02,89.8,-2.3,101.6,-5.7,102.5,-4.8,,S. Skiles (35-47),A. Bogut (5.4),21
ObjectId("5e8d4feb97c656aac9287f15"),1994-95,NBA,Milwaukee Bucks,34,48,0.415,6th of 7,-4.3,92.7,-0.2,106.2,-2.1,110.9,2.6,,M. Dunleavy (34-48),V. Baker (5.8),21
ObjectId("5e8d4feb97c656aac9287f16"),1993-94,NBA,Milwaukee Bucks,20,62,0.244,6th of 7,-6.24,94.5,-0.6,102.5,-3.8,109.3,3,,M. Dunleavy (20-62),E. Murdock (7.2),21
ObjectId("5e8d4feb97c656aac9287f17"),1992-93,NBA,Milwaukee Bucks,28,54,0.341,7th of 7,-3.26,96.1,-0.7,106.2,-1.8,110.1,2.1,,M. Dunleavy (28-54),E. Murdock (6.1),21
ObjectId("5e8d4feb97c656aac9287f18"),1991-92,NBA,Milwaukee Bucks,31,51,0.378,6th of 7,-1.46,95.5,-1.1,108.8,0.6,110.6,2.4,,D. Harris (8-9) F. Hamblen (23-42),M. Malone (7.8),21
ObjectId("5e8d4feb97c656aac9287f19"),2000-01,NBA,Milwaukee Bucks*,52,30,0.634,1st of 8,3.14,92.1,0.8,108.8,5.8,104.6,1.6,Lost E. Conf. Finals,G. Karl (52-30),R. Allen (13.7),21
ObjectId("5e8d4feb97c656aac9287f1a"),1989-90,NBA,Milwaukee Bucks*,44,38,0.537,3rd of 7,-1.06,98,-0.3,107.3,-0.8,108.1,0,Lost E. Conf. 1st Rnd.,D. Harris (44-38),J. Humphries (7.6),21
ObjectId("5e8d4feb97c656aac9287f1b"),1990-91,NBA,Milwaukee Bucks*,48,34,0.585,3rd of 7,2.33,96.1,-1.7,109.7,1.8,107.2,-0.7,Lost E. Conf. 1st Rnd.,D. Harris (48-34),J. Humphries (8.6),21
ObjectId("5e8d4feb97c656aac9287f1c"),1986-87,NBA,Milwaukee Bucks*,50,32,0.61,3rd of 6,4.04,100.3,-0.5,109.5,1.2,105.6,-2.7,Lost E. Conf. Semis,D. Nelson (50-32),R. Pierce (9.4),21
ObjectId("5e8d4feb97c656aac9287f1d"),1981-82,NBA,Milwaukee Bucks*,55,27,0.671,1st of 6,5.38,100,-0.9,107.7,0.8,102.3,-4.6,Lost E. Conf. Semis,D. Nelson (55-27),S. Moncrief (13.4),21
ObjectId("5e8d4feb97c656aac9287f1e"),1980-81,NBA,Milwaukee Bucks*,60,22,0.732,1st of 6,7.14,103.6,1.8,108.7,3.2,101.8,-3.7,Lost E. Conf. Semis,D. Nelson (60-22),M. Johnson (11.2),21
ObjectId("5e8d4feb97c656aac9287f1f"),1979-80,NBA,Milwaukee Bucks*,49,33,0.598,1st of 5,3.57,102.4,-0.7,106.8,1.5,102.9,-2.4,Lost W. Conf. Semis,D. Nelson (49-33),M. Johnson (11.5),21
ObjectId("5e8d4feb97c656aac9287f20"),1978-79,NBA,Milwaukee Bucks,38,44,0.463,3rd of 5,2.12,106.5,0.7,106,2.2,104,0.2,,D. Nelson (38-44),M. Johnson (12.2),21
ObjectId("5e8d4feb97c656aac9287f21"),1988-89,NBA,Milwaukee Bucks*,49,33,0.598,4th of 6,4.11,98.6,-2,110.1,2.3,106.4,-1.4,Lost E. Conf. Semis,D. Harris (49-33),J. Sikma (8.1),21
ObjectId("5e8d4feb97c656aac9287f22"),1984-85,NBA,Milwaukee Bucks*,59,23,0.72,1st of 6,6.69,99.7,-2.4,110.5,2.6,103.6,-4.3,Lost E. Conf. Semis,D. Nelson (59-23),S. Moncrief (11.2),21
ObjectId("5e8d4feb97c656aac9287f23"),1987-88,NBA,Milwaukee Bucks*,42,40,0.512,4th of 6,1.21,97.6,-2,108.2,0.2,107.6,-0.4,Lost E. Conf. 1st Rnd.,D. Harris (42-40),J. Sikma (9.4),21
ObjectId("5e8d4feb97c656aac9287f24"),1977-78,NBA,Milwaukee Bucks*,44,38,0.537,2nd of 6,-0.59,108.7,2,101.8,0.9,102.4,1.5,Lost W. Conf. Semis,D. Nelson (44-38),M. Johnson (10.6),21
ObjectId("5e8d4feb97c656aac9287f25"),1983-84,NBA,Milwaukee Bucks*,50,32,0.61,1st of 6,4.04,96.9,-4.5,107.8,0.2,103.6,-4,Lost E. Conf. Finals,D. Nelson (50-32),S. Moncrief (12.7),21
ObjectId("5e8d4feb97c656aac9287f26"),1982-83,NBA,Milwaukee Bucks*,51,31,0.622,1st of 6,4.32,100,-3.1,105.8,1.1,101.4,-3.3,Lost E. Conf. Finals,D. Nelson (51-31),S. Moncrief (13.2),21
ObjectId("5e8d4feb97c656aac9287f27"),1985-86,NBA,Milwaukee Bucks*,57,25,0.695,1st of 6,8.69,102.1,0,111.4,4.2,102.7,-4.5,Lost E. Conf. Finals,D. Nelson (57-25),S. Moncrief (11.7),21
ObjectId("5e8d4feb97c656aac9287f28"),1975-76,NBA,Milwaukee Bucks*,38,44,0.463,1st of 4,-1.55,103.9,-1.6,97.3,-1,98.7,0.4,Lost W. Conf. 1st Rnd.,L. Costello (38-44),B. Dandridge (9.0),21
ObjectId("5e8d4feb97c656aac9287f29"),1976-77,NBA,Milwaukee Bucks,30,52,0.366,6th of 6,-2.99,108.3,1.8,100,0.5,102.9,3.4,,L. Costello (3-15) D. Nelson (27-37),S. Nater (6.9),21
ObjectId("5e8d4feb97c656aac9287f2a"),1974-75,NBA,Milwaukee Bucks,38,44,0.463,4th of 4,0.25,102.1,-2.4,98,0.3,97.8,0.1,,L. Costello (38-44),K. Abdul-Jabbar (12.9),21
ObjectId("5e8d4feb97c656aac9287f2b"),1972-73,NBA,Milwaukee Bucks*,60,22,0.732,1st of 4,7.84,108.3,-2.4,98.6,1.8,91.1,-5.7,Lost W. Conf. Semis,L. Costello (60-22),K. Abdul-Jabbar (21.9),21
ObjectId("5e8d4feb97c656aac9287f2c"),1971-72,NBA,Milwaukee Bucks*,63,19,0.768,1st of 4,10.7,111.2,-0.8,102.6,4.7,92.6,-5.3,Lost W. Conf. Finals,L. Costello (63-19),K. Abdul-Jabbar (25.4),21
ObjectId("5e8d4feb97c656aac9287f2d"),1973-74,NBA,Milwaukee Bucks*,59,23,0.72,1st of 4,7.61,105.4,-2.4,101.2,3.5,93.6,-4.1,Lost Finals,L. Costello (59-23),K. Abdul-Jabbar (18.4),21
ObjectId("5e8d4feb97c656aac9287f2e"),1970-71,NBA,Milwaukee Bucks*,66,16,0.805,1st of 4,11.92,113.4,-1.7,103.9,6.7,93.1,-4.1,Won Finals,L. Costello (66-16),K. Abdul-Jabbar (22.3),21
ObjectId("5e8d4feb97c656aac9287f2f"),1968-69,NBA,Milwaukee Bucks,27,55,0.329,7th of 7,-5.07,117.5,0.6,93.9,-1.6,98.2,2.7,,L. Costello (27-55),J. McGlocklin (7.9),21
ObjectId("5e8d4feb97c656aac9287f30"),1969-70,NBA,Milwaukee Bucks*,56,26,0.683,2nd of 7,4.25,115.8,-1.3,102.1,3.1,98.1,-0.9,Lost E. Div. Finals,L. Costello (56-26),K. Abdul-Jabbar (13.8),21
ObjectId("5e8d4feeecb7c05dd5061bdd"),2019-20,NBA,Minnesota Timberwolves,19,45,0.297,5th of 5,-3.78,103.4,3.2,108.1,-2.3,112.2,1.8,,R. Saunders (19-45),K. Towns (5.1),22
ObjectId("5e8d4feeecb7c05dd5061bde"),2011-12,NBA,Minnesota Timberwolves,26,40,0.394,5th of 5,-1.83,93.3,2,104.3,-0.3,106.6,2,,R. Adelman (26-40),K. Love (10.0),22
ObjectId("5e8d4feeecb7c05dd5061bdf"),2010-11,NBA,Minnesota Timberwolves,17,65,0.207,5th of 5,-5.97,96.5,4.4,104.2,-3.1,111.1,3.8,,K. Rambis (17-65),K. Love (11.4),22
ObjectId("5e8d4feeecb7c05dd5061be0"),2009-10,NBA,Minnesota Timberwolves,15,67,0.183,5th of 5,-9.06,96.1,3.4,101.7,-5.9,111.6,4,,K. Rambis (15-67),K. Love (4.9),22
ObjectId("5e8d4feeecb7c05dd5061be1"),2008-09,NBA,Minnesota Timberwolves,24,58,0.293,4th of 5,-4.74,91.6,-0.1,106.1,-2.2,111.4,3.1,,R. Wittman (4-15) K. McHale (20-43),K. Love (5.3),22
ObjectId("5e8d4feeecb7c05dd5061be2"),2016-17,NBA,Minnesota Timberwolves,31,51,0.378,5th of 5,-0.64,94.6,-1.8,110.8,2,112,3.2,,T. Thibodeau (31-51),K. Towns (12.7),22
ObjectId("5e8d4feeecb7c05dd5061be3"),2007-08,NBA,Minnesota Timberwolves,22,60,0.268,4th of 5,-6.26,91.9,-0.5,103.8,-3.7,111.2,3.7,,R. Wittman (22-60),A. Jefferson (7.7),22
ObjectId("5e8d4feeecb7c05dd5061be4"),2005-06,NBA,Minnesota Timberwolves,33,49,0.402,4th of 5,-1.75,88.8,-1.7,102.4,-3.8,104.5,-1.7,,D. Casey (33-49),K. Garnett (14.9),22
ObjectId("5e8d4feeecb7c05dd5061be5"),2006-07,NBA,Minnesota Timberwolves,32,50,0.39,4th of 5,-3.16,91,-0.9,103.9,-2.6,107.9,1.4,,D. Casey (20-20) R. Wittman (12-30),K. Garnett (10.7),22
ObjectId("5e8d4feeecb7c05dd5061be6"),2004-05,NBA,Minnesota Timberwolves,44,38,0.537,3rd of 5,1.73,89.1,-1.8,108.2,2.1,106.6,0.5,,F. Saunders (25-26) K. McHale (19-12),K. Garnett (16.1),22
ObjectId("5e8d4feeecb7c05dd5061be7"),2018-19,NBA,Minnesota Timberwolves,36,46,0.439,5th of 5,-1.02,100.2,0.2,111.4,1,112.9,2.5,,T. Thibodeau (19-21) R. Saunders (17-25),K. Towns (10.4),22
ObjectId("5e8d4feeecb7c05dd5061be8"),2017-18,NBA,Minnesota Timberwolves*,47,35,0.573,4th of 5,2.35,96,-1.3,113.4,4.8,111.1,2.5,Lost W. Conf. 1st Rnd.,T. Thibodeau (47-35),K. Towns (14.0),22
ObjectId("5e8d4feeecb7c05dd5061be9"),2013-14,NBA,Minnesota Timberwolves,40,42,0.488,3rd of 5,3.1,97.3,3.4,108.9,2.2,106.2,-0.5,,R. Adelman (40-42),K. Love (14.3),22
ObjectId("5e8d4feeecb7c05dd5061bea"),2000-01,NBA,Minnesota Timberwolves*,47,35,0.573,4th of 7,1.81,91.8,0.5,105.2,2.2,103.7,0.7,Lost W. Conf. 1st Rnd.,F. Saunders (47-35),K. Garnett (11.8),22
ObjectId("5e8d4feeecb7c05dd5061beb"),1999-00,NBA,Minnesota Timberwolves*,50,32,0.61,3rd of 7,2.67,91.8,-1.3,106.1,2,103.4,-0.7,Lost W. Conf. 1st Rnd.,F. Saunders (50-32),K. Garnett (11.6),22
ObjectId("5e8d4feeecb7c05dd5061bec"),1998-99,NBA,Minnesota Timberwolves*,25,25,0.5,4th of 7,-0.17,91,2.1,101.9,-0.3,101.5,-0.7,Lost W. Conf. 1st Rnd.,F. Saunders (25-25),K. Garnett (5.4),22
ObjectId("5e8d4feeecb7c05dd5061bed"),1997-98,NBA,Minnesota Timberwolves*,45,37,0.549,3rd of 7,0.17,92.6,2.3,107.8,2.8,107.1,2.1,Lost W. Conf. 1st Rnd.,F. Saunders (45-37),K. Garnett (9.6),22
ObjectId("5e8d4feeecb7c05dd5061bee"),1996-97,NBA,Minnesota Timberwolves*,40,42,0.488,3rd of 7,-1.82,90.7,0.6,105.5,-1.2,107.1,0.4,Lost W. Conf. 1st Rnd.,F. Saunders (40-42),K. Garnett (7.3),22
ObjectId("5e8d4feeecb7c05dd5061bef"),1995-96,NBA,Minnesota Timberwolves,26,56,0.317,5th of 7,-5.14,93.5,1.7,104.1,-3.5,109.8,2.2,,B. Blair (6-14) F. Saunders (20-42),T. Gugliotta (5.3),22
ObjectId("5e8d4feeecb7c05dd5061bf0"),1994-95,NBA,Minnesota Timberwolves,21,61,0.256,6th of 6,-8.22,91.4,-1.5,102.6,-5.7,112.4,4.1,,B. Blair (21-61),C. Laettner (6.2),22
ObjectId("5e8d4feeecb7c05dd5061bf1"),2003-04,NBA,Minnesota Timberwolves*,58,24,0.707,1st of 7,5.86,89,-1.1,105.9,3,99.7,-3.2,Lost W. Conf. Finals,F. Saunders (58-24),K. Garnett (18.3),22
ObjectId("5e8d4feeecb7c05dd5061bf2"),1993-94,NBA,Minnesota Timberwolves,20,62,0.244,5th of 6,-6.55,94.7,-0.4,101.9,-4.4,109.2,2.9,,S. Lowe (20-62),M. Williams (5.6),22
ObjectId("5e8d4feeecb7c05dd5061bf3"),2014-15,NBA,Minnesota Timberwolves,16,66,0.195,5th of 5,-8,94.4,0.5,102.9,-2.7,112.2,6.6,,F. Saunders (16-66),G. Dieng (4.9),22
ObjectId("5e8d4feeecb7c05dd5061bf4"),2012-13,NBA,Minnesota Timberwolves,31,51,0.378,5th of 5,-1.83,92.8,0.8,102.9,-3,105.4,-0.5,,R. Adelman (31-51),N. Peković (6.7),22
ObjectId("5e8d4feeecb7c05dd5061bf5"),2002-03,NBA,Minnesota Timberwolves*,51,31,0.622,3rd of 7,2.46,91.9,0.9,106.1,2.5,103.8,0.2,Lost W. Conf. 1st Rnd.,F. Saunders (51-31),K. Garnett (15.6),22
ObjectId("5e8d4feeecb7c05dd5061bf6"),2001-02,NBA,Minnesota Timberwolves*,50,32,0.61,3rd of 7,3.58,90.5,-0.2,109,4.5,105.3,0.8,Lost W. Conf. 1st Rnd.,F. Saunders (50-32),K. Garnett (12.8),22
ObjectId("5e8d4feeecb7c05dd5061bf7"),2015-16,NBA,Minnesota Timberwolves,29,53,0.354,5th of 5,-3.38,95.2,-0.6,106.5,0.1,110.1,3.7,,S. Mitchell (29-53),K. Towns (8.3),22
ObjectId("5e8d4feeecb7c05dd5061bf8"),1992-93,NBA,Minnesota Timberwolves,19,63,0.232,5th of 6,-7.62,93.8,-3,103.6,-4.4,111.8,3.8,,J. Rodgers (6-23) S. Lowe (13-40),M. Williams (7.6),22
ObjectId("5e8d4feeecb7c05dd5061bf9"),1991-92,NBA,Minnesota Timberwolves,15,67,0.183,6th of 6,-6.85,95.1,-1.5,105,-3.2,112.4,4.2,,J. Rodgers (15-67),D. West (4.6),22
ObjectId("5e8d4feeecb7c05dd5061bfa"),1990-91,NBA,Minnesota Timberwolves,29,53,0.354,5th of 7,-3.75,92.3,-5.5,106.7,-1.2,110.9,3,,B. Musselman (29-53),P. Richardson (5.9),22
ObjectId("5e8d4feeecb7c05dd5061bfb"),1989-90,NBA,Minnesota Timberwolves,22,60,0.268,6th of 7,-3.6,91.1,-7.2,103.6,-4.5,108.2,0.1,,B. Musselman (22-60),T. Corbin (6.8),22
ObjectId("5e8d4ff18304d1a5327b78b0"),2019-20,NBA,New Orleans Pelicans,28,36,0.438,4th of 5,0.3,103.9,3.7,110.8,0.4,111.6,1.2,,A. Gentry (28-36),B. Ingram (4.9),23
ObjectId("5e8d4ff18304d1a5327b78b1"),2018-19,NBA,New Orleans Pelicans,33,49,0.402,4th of 5,-1.1,103.3,3.3,111.4,1,112.6,2.2,,A. Gentry (33-49),A. Davis (9.5),23
ObjectId("5e8d4ff18304d1a5327b78b2"),2011-12,NBA,New Orleans Hornets,21,45,0.318,5th of 5,-3.11,88.3,-3,100.9,-3.7,105.1,0.5,,M. Williams (21-45),J. Jack (3.8),23
ObjectId("5e8d4ff18304d1a5327b78b3"),2017-18,NBA,New Orleans Pelicans*,48,34,0.585,2nd of 5,1.48,100.5,3.2,109.6,1,108.3,-0.3,Lost W. Conf. Semis,A. Gentry (48-34),A. Davis (13.7),23
ObjectId("5e8d4ff18304d1a5327b78b4"),2014-15,NBA,New Orleans Pelicans*,45,37,0.549,5th of 5,1.13,91.4,-2.5,108.2,2.6,107.3,1.7,Lost W. Conf. 1st Rnd.,M. Williams (45-37),A. Davis (14.0),23
ObjectId("5e8d4ff18304d1a5327b78b5"),2016-17,NBA,New Orleans Pelicans,34,48,0.415,4th of 5,-1.69,98,1.6,105.2,-3.6,107.4,-1.4,,A. Gentry (34-48),A. Davis (11.0),23
ObjectId("5e8d4ff18304d1a5327b78b6"),2007-08,NBA,New Orleans Hornets*,56,26,0.683,1st of 5,5.46,89.9,-2.5,111.5,4,105.7,-1.8,Lost W. Conf. Semis,B. Scott (56-26),C. Paul (17.8),23
ObjectId("5e8d4ff18304d1a5327b78b7"),2010-11,NBA,New Orleans Hornets*,46,36,0.561,3rd of 5,1.28,88.7,-3.4,106.2,-1.1,105.2,-2.1,Lost W. Conf. 1st Rnd.,M. Williams (46-36),C. Paul (13.9),23
ObjectId("5e8d4ff18304d1a5327b78b8"),2015-16,NBA,New Orleans Pelicans,30,52,0.366,5th of 5,-3.56,96.8,1,105.6,-0.8,109.5,3.1,,A. Gentry (30-52),A. Davis (7.2),23
ObjectId("5e8d4ff18304d1a5327b78b9"),2009-10,NBA,New Orleans Hornets,37,45,0.451,5th of 5,-2.27,92.6,-0.1,107.4,-0.2,110.1,2.5,,B. Scott (3-6) J. Bower (34-39),D. West (7.5),23
ObjectId("5e8d4ff18304d1a5327b78ba"),2008-09,NBA,New Orleans Hornets*,49,33,0.598,4th of 5,1.41,87.8,-3.9,108.7,0.4,107,-1.3,Lost W. Conf. 1st Rnd.,B. Scott (49-33),C. Paul (18.3),23
ObjectId("5e8d4ff18304d1a5327b78bb"),2006-07,NBA,New Orleans/Oklahoma City Hornets,39,43,0.476,4th of 5,-1.19,90.2,-1.7,104.8,-1.7,106.5,0,,B. Scott (39-43),C. Paul (8.8),23
ObjectId("5e8d4ff18304d1a5327b78bc"),2005-06,NBA,New Orleans/Oklahoma City Hornets,38,44,0.463,4th of 5,-2.51,89,-1.5,103.7,-2.5,106.8,0.6,,B. Scott (38-44),C. Paul (10.4),23
ObjectId("5e8d4ff18304d1a5327b78bd"),2013-14,NBA,New Orleans Pelicans,34,48,0.415,5th of 5,-1.98,92.2,-1.7,107.2,0.5,110.1,3.4,,M. Williams (34-48),A. Davis (10.4),23
