NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE,YEAR,TEAMID,TEAMABRV
5,Kentavious Caldwell-Pope,SG,6-5,205,1993-02-18,US,1,Georgia,2014-15,10,DET
13,Luigi Datome,SF,6-8,215,1987-11-27,IT,1,,2014-15,10,DET
8,Spencer Dinwiddie,PG,6-5,215,1993-04-06,US,R,Colorado,2014-15,10,DET
0,Andre Drummond,C,6-10,279,1993-08-10,US,2,UConn,2014-15,10,DET
1,Reggie Jackson,PG,6-3,208,1990-04-16,IT,3,Boston College,2014-15,10,DET
7,Brandon Jennings,PG,6-1,170,1989-09-23,US,5,,2014-15,10,DET
33,Jonas Jerebko,PF,6-10,231,1987-03-02,SE,4,,2014-15,10,DET
9,John Lucas III,PG,5-11,166,1982-11-21,US,6,"Baylor, Oklahoma State",2014-15,10,DET
35,Cartier Martin,SF,6-7,220,1984-11-20,US,6,Kansas State,2014-15,10,DET
20,Jodie Meeks,SG,6-4,210,1987-08-21,US,5,Kentucky,2014-15,10,DET
20,Quincy Miller,PF,6-9,210,1992-11-18,US,2,Baylor,2014-15,10,DET
10,Greg Monroe,PF,6-11,265,1990-06-04,US,4,Georgetown,2014-15,10,DET
22,Tayshaun Prince,SF,6-9,212,1980-02-28,US,12,Kentucky,2014-15,10,DET
25,Kyle Singler,SF,6-8,228,1988-05-04,US,2,Duke,2014-15,10,DET
6,Josh Smith,PF,6-9,225,1985-12-05,US,10,,2014-15,10,DET
43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,6,Creighton,2014-15,10,DET
3,Shawne Williams,SF,6-9,225,1986-02-16,US,6,Memphis,2014-15,10,DET
50,Joel Anthony,C,6-9,245,1982-08-09,CA,8,UNLV,2015-16,10,DET
12,Aron Baynes,C,6-10,260,1986-12-09,NZ,3,Washington State,2015-16,10,DET
22,Steve Blake,PG,6-3,172,1980-02-26,US,12,Maryland,2015-16,10,DET
25,Reggie Bullock,SF,6-6,200,1991-03-16,US,2,UNC,2015-16,10,DET
5,Kentavious Caldwell-Pope,SG,6-5,205,1993-02-18,US,2,Georgia,2015-16,10,DET
8,Spencer Dinwiddie,PG,6-5,215,1993-04-06,US,1,Colorado,2015-16,10,DET
0,Andre Drummond,C,6-10,279,1993-08-10,US,3,UConn,2015-16,10,DET
32,Justin Harper,PF,6-10,225,1989-08-30,US,1,Richmond,2015-16,10,DET
34,Tobias Harris,PF,6-8,235,1992-07-15,US,4,Tennessee,2015-16,10,DET
6,Darrun Hilliard,SG,6-6,205,1993-04-13,US,R,Villanova,2015-16,10,DET
23,Ersan Ä°lyasova,PF,6-9,235,1987-05-15,TR,7,,2015-16,10,DET
1,Reggie Jackson,PG,6-3,208,1990-04-16,IT,4,Boston College,2015-16,10,DET
7,Brandon Jennings,PG,6-1,170,1989-09-23,US,6,,2015-16,10,DET
3,Stanley Johnson,SF,6-6,245,1996-05-29,US,R,Arizona,2015-16,10,DET
20,Jodie Meeks,SG,6-4,210,1987-08-21,US,6,Kentucky,2015-16,10,DET
13,Marcus Morris,SF,6-8,235,1989-09-02,US,4,Kansas,2015-16,10,DET
43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,7,Creighton,2015-16,10,DET
12,Aron Baynes,C,6-10,260,1986-12-09,NZ,4,Washington State,2016-17,10,DET
25,Reggie Bullock,SF,6-6,200,1991-03-16,US,3,UNC,2016-17,10,DET
5,Kentavious Caldwell-Pope,SG,6-5,205,1993-02-18,US,3,Georgia,2016-17,10,DET
0,Andre Drummond,C,6-10,279,1993-08-10,US,4,UConn,2016-17,10,DET
8,Henry Ellenson,PF,6-10,240,1997-01-13,US,R,Marquette,2016-17,10,DET
9,Michael Gbinije,SG,6-7,200,1992-06-05,US,R,"Duke, Syracuse",2016-17,10,DET
34,Tobias Harris,PF,6-8,235,1992-07-15,US,5,Tennessee,2016-17,10,DET
6,Darrun Hilliard,SG,6-6,205,1993-04-13,US,1,Villanova,2016-17,10,DET
1,Reggie Jackson,PG,6-3,208,1990-04-16,IT,5,Boston College,2016-17,10,DET
7,Stanley Johnson,SF,6-6,245,1996-05-29,US,1,Arizona,2016-17,10,DET
30,Jon Leuer,PF,6-10,228,1989-05-14,US,5,Wisconsin,2016-17,10,DET
51,Boban MarjanoviÄ‡,C,7-4,290,1988-08-15,RS,1,,2016-17,10,DET
13,Marcus Morris,SF,6-8,235,1989-09-02,US,5,Kansas,2016-17,10,DET
14,Ish Smith,PG,6-0,175,1988-07-05,US,6,Wake Forest,2016-17,10,DET
19,Beno Udrih,PG,6-3,205,1982-07-05,SI,12,,2016-17,10,DET
22,Avery Bradley,SG,6-3,180,1990-11-26,US,7,Texas,2017-18,10,DET
25,Reggie Bullock,SF,6-6,200,1991-03-16,US,4,UNC,2017-18,10,DET
20,Dwight Buycks,PG,6-3,190,1989-03-06,US,2,Marquette,2017-18,10,DET
0,Andre Drummond,C,6-10,279,1993-08-10,US,5,UConn,2017-18,10,DET
8,Henry Ellenson,PF,6-10,240,1997-01-13,US,1,Marquette,2017-18,10,DET
33,James Ennis,SF,6-6,210,1990-07-01,US,3,Cal State Long Beach,2017-18,10,DET
22,Kay Felder,PG,5-9,176,1995-03-29,US,1,Oakland,2017-18,10,DET
9,Langston Galloway,SG,6-1,200,1991-12-09,US,3,Saint Joseph's,2017-18,10,DET
23,Blake Griffin,PF,6-9,250,1989-03-16,US,7,Oklahoma,2017-18,10,DET
34,Tobias Harris,PF,6-8,235,1992-07-15,US,6,Tennessee,2017-18,10,DET
38,Reggie Hearn,SG,6-5,210,1991-08-14,US,R,Northwestern,2017-18,10,DET
1,Reggie Jackson,PG,6-3,208,1990-04-16,IT,6,Boston College,2017-18,10,DET
7,Stanley Johnson,SF,6-6,245,1996-05-29,US,2,Arizona,2017-18,10,DET
5,Luke Kennard,SG,6-5,206,1996-06-24,US,R,Duke,2017-18,10,DET
30,Jon Leuer,PF,6-10,228,1989-05-14,US,6,Wisconsin,2017-18,10,DET
51,Boban MarjanoviÄ‡,C,7-4,290,1988-08-15,RS,2,,2017-18,10,DET
44,Luis Montero,SG,6-7,185,1993-04-06,DO,1,Westchester CC,2017-18,10,DET
24,Eric Moreland,PF,6-10,238,1991-12-24,US,2,Oregon State,2017-18,10,DET
41,Jameer Nelson,PG,6-0,190,1982-02-09,US,13,Saint Joseph's,2017-18,10,DET
33,Willie Reed,C,6-10,220,1990-05-16,US,2,Saint Louis,2017-18,10,DET
14,Ish Smith,PG,6-0,175,1988-07-05,US,7,Wake Forest,2017-18,10,DET
43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,9,Creighton,2017-18,10,DET
6,Bruce Brown,SG,6-4,202,1996-08-15,US,R,Miami (FL),2018-19,10,DET
25,Reggie Bullock,SG,6-6,200,1991-03-16,US,5,UNC,2018-19,10,DET
81,JosÃ© CalderÃ³n,PG,6-3,200,1981-09-28,ES,13,,2018-19,10,DET
0,Andre Drummond,C,6-10,279,1993-08-10,US,6,UConn,2018-19,10,DET
8,Henry Ellenson,PF,6-10,240,1997-01-13,US,2,Marquette,2018-19,10,DET
20,Wayne Ellington,SG,6-4,200,1987-11-29,US,9,UNC,2018-19,10,DET
9,Langston Galloway,SG,6-1,200,1991-12-09,US,4,Saint Joseph's,2018-19,10,DET
23,Blake Griffin,PF,6-9,250,1989-03-16,US,8,Oklahoma,2018-19,10,DET
1,Reggie Jackson,PG,6-3,208,1990-04-16,IT,7,Boston College,2018-19,10,DET
7,Stanley Johnson,SF,6-6,245,1996-05-29,US,3,Arizona,2018-19,10,DET
5,Luke Kennard,SG,6-5,206,1996-06-24,US,1,Duke,2018-19,10,DET
30,Jon Leuer,PF,6-10,228,1989-05-14,US,7,Wisconsin,2018-19,10,DET
18,Zach Lofton,SG,6-4,180,1992-11-18,US,R,"Illinois State, Texas Southern, New Mexico State",2018-19,10,DET
24,Kalin Lucas,PG,6-1,195,1989-05-24,US,1,Michigan State,2018-19,10,DET
7,Thon Maker,PF,7-0,221,1997-02-25,SS,2,,2018-19,10,DET
19,Sviatoslav Mykhailiuk,SF,6-7,205,1997-06-10,UA,R,Kansas,2018-19,10,DET
27,Zaza Pachulia,C,6-11,270,1984-02-10,GE,15,,2018-19,10,DET
22,Glenn Robinson,SF,6-6,222,1994-01-08,US,4,Michigan,2018-19,10,DET
14,Ish Smith,PG,6-0,175,1988-07-05,US,8,Wake Forest,2018-19,10,DET
13,Khyri Thomas,SG,6-3,210,1996-05-08,US,R,Creighton,2018-19,10,DET
9,Langston Galloway,SG,6-1,200,1991-12-09,US,5,Saint Joseph's,2019-20,10,DET
35,Christian Wood,PF,6-10,214,1995-09-27,US,3,UNLV,2019-20,10,DET
7,Thon Maker,C,7-0,221,1997-02-25,SS,3,,2019-20,10,DET
17,Tony Snell,SF,6-6,213,1991-11-10,US,6,New Mexico,2019-20,10,DET
6,Bruce Brown,SG,6-4,202,1996-08-15,US,1,Miami (FL),2019-20,10,DET
19,Sviatoslav Mykhailiuk,SF,6-7,205,1997-06-10,UA,1,Kansas,2019-20,10,DET
25,Derrick Rose,PG,6-2,200,1988-10-04,US,10,Memphis,2019-20,10,DET
45,Sekou Doumbouya,SF,6-8,209,2000-12-23,GN,R,,2019-20,10,DET
5,Luke Kennard,SG,6-5,206,1996-06-24,US,2,Duke,2019-20,10,DET
23,Blake Griffin,PF,6-9,250,1989-03-16,US,9,Oklahoma,2019-20,10,DET
31,John Henson,PF,6-9,219,1990-12-28,US,7,UNC,2019-20,10,DET
14,Louis King (TW),SF,6-7,195,1999-04-06,US,R,Oregon,2019-20,10,DET
18,Jordan Bone (TW),PG,6-3,179,1997-11-05,US,R,Tennessee,2019-20,10,DET
20,Brandon Knight,PG,6-2,195,1991-12-02,US,7,Kentucky,2019-20,10,DET
13,Khyri Thomas,SG,6-3,210,1996-05-08,US,1,Creighton,2019-20,10,DET
52,Jordan McRae,SG,6-5,179,1991-03-28,US,3,Tennessee,2019-20,10,DET
12,Howie Dallmar,F,6-4,200,1922-05-24,US,R,Stanford,1946-47,11,PHW
6,Jerry Fleishman,SG,6-2,190,1922-02-14,US,R,NYU,1946-47,11,PHW
10,Joe Fulks,PF,6-5,190,1921-10-26,US,R,Murray State,1946-47,11,PHW
14,Matt Guokas,F,6-3,195,1915-11-11,US,R,Saint Joseph's,1946-47,11,PHW
18,Art Hillhouse,C,6-7,220,1916-06-12,US,R,Long Island University,1946-47,11,PHW
9,Ralph Kaplowitz,G-F,6-2,170,1919-05-18,US,R,NYU,1946-47,11,PHW
9,John Murphy,F,6-2,175,1924-09-13,US,R,,1946-47,11,PHW
5,Angelo Musi,G,5-9,145,1918-07-25,US,R,Temple,1946-47,11,PHW
15,Petey Rosenberg,G,5-10,165,1918-04-07,US,R,Saint Joseph's,1946-47,11,PHW
7,Jerry Rullo,G,5-10,165,1923-06-23,US,R,Temple,1946-47,11,PHW
8,George Senesky,PG,6-2,179,1922-04-04,US,R,Saint Joseph's,1946-47,11,PHW
4,Fred Sheffield,F,6-2,165,1923-11-05,US,R,Utah,1946-47,11,PHW
15,Hank Beenders,C-F,6-6,185,1916-06-02,NL,1,Long Island University,1947-48,11,PHW
14,Stan Brown,F,6-3,200,1929-06-27,US,R,,1947-48,11,PHW
7,Chink Crossin,G,6-1,165,1923-07-04,US,R,University of Pennsylvania,1947-48,11,PHW
12,Howie Dallmar,F,6-4,200,1922-05-24,US,1,Stanford,1947-48,11,PHW
6,Jerry Fleishman,SG,6-2,190,1922-02-14,US,1,NYU,1947-48,11,PHW
10,Joe Fulks,PF,6-5,190,1921-10-26,US,1,Murray State,1947-48,11,PHW
20,Chick Halbert,C,6-9,225,1919-02-27,US,1,West Texas A&M University,1947-48,11,PHW
18,Art Hillhouse,C,6-7,220,1916-06-12,US,1,Long Island University,1947-48,11,PHW
9,Ralph Kaplowitz,G-F,6-2,170,1919-05-18,US,1,NYU,1947-48,11,PHW
5,Angelo Musi,G,5-9,145,1918-07-25,US,1,Temple,1947-48,11,PHW
7,Bob O'Brien,F,6-4,190,1927-01-26,N/A,R,Pepperdine,1947-48,11,PHW
19,Jack Rocker,C-F,6-5,185,1922-08-12,US,R,California,1947-48,11,PHW
4,Kenny Sailors,G,5-10,175,1921-01-14,US,1,Wyoming,1947-48,11,PHW
8,George Senesky,PG,6-2,179,1922-04-04,US,1,Saint Joseph's,1947-48,11,PHW
11,Gale Bishop,F,6-3,195,1922-06-04,US,R,Washington State,1948-49,11,PHW
15,Jake Bornheimer,F-C,6-5,200,1927-06-29,US,R,Muhlenberg College,1948-49,11,PHW
4,Chink Crossin,G,6-1,165,1923-07-04,US,1,University of Pennsylvania,1948-49,11,PHW
12,Howie Dallmar,F,6-4,200,1922-05-24,US,2,Stanford,1948-49,11,PHW
15,Phil Farbman,F,6-1,185,1924-04-03,US,R,City College of New York,1948-49,11,PHW
6-9,Jerry Fleishman,SG,6-2,190,1922-02-14,US,2,NYU,1948-49,11,PHW
10,Joe Fulks,PF,6-5,190,1921-10-26,US,2,Murray State,1948-49,11,PHW
17,Elmore Morgenthaler,C,6-9,230,1922-08-03,US,1,New Mexico Tech,1948-49,11,PHW
5,Angelo Musi,G,5-9,145,1918-07-25,US,2,Temple,1948-49,11,PHW
7,Bob O'Brien,F,6-4,190,1927-01-26,N/A,1,Pepperdine,1948-49,11,PHW
16,Roy Pugh,C-F,6-6,210,1922-10-16,US,R,SMU,1948-49,11,PHW
6,Jerry Rullo,G,5-10,165,1923-06-23,US,2,Temple,1948-49,11,PHW
14,Ed Sadowski,C,6-5,240,1917-07-11,US,2,Seton Hall,1948-49,11,PHW
8,George Senesky,PG,6-2,179,1922-04-04,US,2,Saint Joseph's,1948-49,11,PHW
16,Irv Torgoff,F,6-2,192,1917-03-06,US,2,Long Island University,1948-49,11,PHW
5,Nelson Bobb,PG,6-0,170,1924-02-25,US,R,Temple,1949-50,11,PHW
15,Jake Bornheimer,F-C,6-5,200,1927-06-29,US,1,Muhlenberg College,1949-50,11,PHW
4,Chink Crossin,G,6-1,165,1923-07-04,US,2,University of Pennsylvania,1949-50,11,PHW
9,Jerry Fleishman,SG,6-2,190,1922-02-14,US,3,NYU,1949-50,11,PHW
10,Joe Fulks,PF,6-5,190,1921-10-26,US,3,Murray State,1949-50,11,PHW
12,Vern Gardner,SG,6-5,200,1925-05-14,US,R,Utah,1949-50,11,PHW
11,Al Guokas,F-G,6-5,200,1925-08-07,US,R,Saint Joseph's,1949-50,11,PHW
11,Freddie Lewis,F-G,6-2,195,1921-01-06,US,1,Eastern Kentucky University,1949-50,11,PHW
6,Ron Livingstone,C,6-10,220,1925-10-09,US,R,Wyoming,1949-50,11,PHW
18,Leo Mogus,F-C,6-4,190,1921-04-13,US,2,Youngstown State University,1949-50,11,PHW
19,Jim Nolan,C,6-8,210,1927-06-09,US,R,Georgia Tech,1949-50,11,PHW
19,Mike Novak,C-F,6-9,219,1915-04-23,US,1,Loyola Chicago,1949-50,11,PHW
7,Charlie Parsley,G,6-2,175,1925-10-13,US,R,Western Kentucky,1949-50,11,PHW
11,Johnny Payak,SG,6-4,174,1926-11-20,US,R,Bowling Green,1949-50,11,PHW
7,Jerry Rullo,G,5-10,165,1923-06-23,US,3,Temple,1949-50,11,PHW
14,Ed Sadowski,C,6-5,240,1917-07-11,US,3,Seton Hall,1949-50,11,PHW
8,George Senesky,PG,6-2,179,1922-04-04,US,3,Saint Joseph's,1949-50,11,PHW
11,Paul Arizin,SF,6-4,190,1928-04-09,US,R,Villanova,1950-51,11,PHW
5,Nelson Bobb,PG,6-0,170,1924-02-25,US,1,Temple,1950-51,11,PHW
19,Ike Borsavage,C-F,6-8,220,1924-07-25,N/A,R,Temple,1950-51,11,PHW
16,Bill Closs,SF,6-5,195,1922-01-08,US,1,Rice University,1950-51,11,PHW
10,Joe Fulks,PF,6-5,190,1921-10-26,US,4,Murray State,1950-51,11,PHW
12,Vern Gardner,SG,6-5,200,1925-05-14,US,1,Utah,1950-51,11,PHW
6,Ron Livingstone,C,6-10,220,1925-10-09,US,1,Wyoming,1950-51,11,PHW
15,Ed Mikan,C,6-8,230,1925-10-20,US,2,DePaul,1950-51,11,PHW
18,Leo Mogus,F-C,6-4,190,1921-04-13,US,3,Youngstown State University,1950-51,11,PHW
14,Easy Parham,F-G,6-3,200,1921-12-27,US,2,Texas Wesleyan University,1950-51,11,PHW
7,Andy Phillip,G-F,6-2,195,1922-03-07,US,3,Illinois,1950-51,11,PHW
8,George Senesky,PG,6-2,179,1922-04-04,US,4,Saint Joseph's,1950-51,11,PHW
11,Paul Arizin,SF,6-4,190,1928-04-09,US,1,Villanova,1951-52,11,PHW
5,Nelson Bobb,PG,6-0,170,1924-02-25,US,2,Temple,1951-52,11,PHW
14,Stan Brown,F,6-3,200,1929-06-27,US,1,,1951-52,11,PHW
19,Walt Budko,PF,6-5,220,1925-07-30,US,3,Columbia University,1951-52,11,PHW
16,Ed Dahler,F,6-5,190,1926-01-31,US,R,Duquesne,1951-52,11,PHW
10,Joe Fulks,PF,6-5,190,1921-10-26,US,5,Murray State,1951-52,11,PHW
12,Vern Gardner,SG,6-5,200,1925-05-14,US,2,Utah,1951-52,11,PHW
6,Neil Johnston,C,6-8,210,1929-02-04,US,R,Ohio State,1951-52,11,PHW
15,Ed Mikan,C,6-8,230,1925-10-20,US,3,DePaul,1951-52,11,PHW
18,Mel Payton,SF,6-4,185,1926-07-16,US,R,Tulane,1951-52,11,PHW
7,Andy Phillip,SG,6-2,195,1922-03-07,US,4,Illinois,1951-52,11,PHW
8,George Senesky,PG,6-2,179,1922-04-04,US,5,Saint Joseph's,1951-52,11,PHW
5,Nelson Bobb,PG,6-0,170,1924-02-25,US,3,Temple,1952-53,11,PHW
12-14,Danny Finn,SG,6-1,185,1928-05-29,US,R,St. John's,1952-53,11,PHW
4,Jerry Fleishman,SG,6-2,190,1922-02-14,US,4,NYU,1952-53,11,PHW
10,Joe Fulks,PF,6-5,190,1921-10-26,US,6,Murray State,1952-53,11,PHW
6,Neil Johnston,C,6-8,210,1929-02-04,US,1,Ohio State,1952-53,11,PHW
14,Frank Kudelka,SG,6-2,193,1925-06-25,US,3,Saint Mary's,1952-53,11,PHW
9,Don Lofgran,SF,6-5,200,1929-11-08,US,2,San Francisco,1952-53,11,PHW
,Jack McCloskey,SG,6-2,190,1925-09-19,US,R,University of Pennsylvania,1952-53,11,PHW
15,Ed Mikan,C,6-8,230,1925-10-20,US,4,DePaul,1952-53,11,PHW
16,Bill Mlkvy,SF,6-4,190,1931-01-19,US,R,Temple,1952-53,11,PHW
7,Jim Mooney,SF,6-5,215,1930-07-08,US,R,Villanova,1952-53,11,PHW
14,Claude Overton,SG,6-2,195,1927-12-16,US,R,East Central University,1952-53,11,PHW
7,Andy Phillip,PG,6-2,195,1922-03-07,US,5,Illinois,1952-53,11,PHW
15,Ralph Polson,PF,6-7,200,1929-10-26,US,R,Whitworth,1952-53,11,PHW
4,Moe Radovich,PG,6-0,160,1929-05-05,US,R,Wyoming,1952-53,11,PHW
8,George Senesky,PG,6-2,179,1922-04-04,US,6,Saint Joseph's,1952-53,11,PHW
12,Mark Workman,F-C,6-9,215,1930-03-10,US,R,West Virginia,1952-53,11,PHW
7.0,Ernie Beck,SG,6-4,190,1931-12-11,US,R,University of Pennsylvania,1953-54,11,PHW
12.0,Walt Davis,PF,6-8,205,1931-01-05,US,R,Texas A&M,1953-54,11,PHW
14.0,Danny Finn,PG,6-1,185,1928-05-29,US,1,St. John's,1953-54,11,PHW
10.0,Joe Fulks,PF,6-5,190,1921-10-26,US,7,Murray State,1953-54,11,PHW
4.0,Jack George,PG,6-2,190,1928-11-13,US,R,La Salle,1953-54,11,PHW
9.0,Joe Graboski,PF,6-7,195,1930-01-15,N/A,4,,1953-54,11,PHW
,Norm Grekin,F,6-5,180,1930-06-22,US,R,La Salle,1953-54,11,PHW
6.0,Neil Johnston,C,6-8,210,1929-02-04,US,2,Ohio State,1953-54,11,PHW
16.0,James Phelan,G,6-1,175,1929-03-19,US,R,La Salle,1953-54,11,PHW
8.0,George Senesky,PG,6-2,179,1922-04-04,US,7,Saint Joseph's,1953-54,11,PHW
5.0,Paul Walther,SG,6-2,160,1927-03-23,US,4,Tennessee,1953-54,11,PHW
15.0,Zeke Zawoluk,SF,6-7,215,1930-10-13,US,1,St. John's,1953-54,11,PHW
11,Paul Arizin,SF,6-4,190,1928-04-09,US,2,Villanova,1954-55,11,PHW
14,Tom Brennan,SF,6-3,195,1930-08-06,US,R,Villanova,1954-55,11,PHW
5,Larry Costello,PG,6-1,186,1931-07-02,US,R,Niagara University,1954-55,11,PHW
12,Walt Davis,C,6-8,205,1931-01-05,US,1,Texas A&M,1954-55,11,PHW
5-19,George Dempsey,SG,6-2,190,1929-07-19,US,R,King's College,1954-55,11,PHW
7,Danny Finn,PG,6-1,185,1928-05-29,US,2,St. John's,1954-55,11,PHW
17,Jack George,PG,6-2,190,1928-11-13,US,1,La Salle,1954-55,11,PHW
9,Joe Graboski,PF,6-7,195,1930-01-15,N/A,5,,1954-55,11,PHW
14,Paul Hoffman,SG,6-2,195,1925-04-12,N/A,5,Purdue,1954-55,11,PHW
6,Neil Johnston,C,6-8,210,1929-02-04,US,3,Ohio State,1954-55,11,PHW
7,Mike Kearns,PG,6-2,178,1929-06-18,US,R,Princeton,1954-55,11,PHW
14,Jackie Moore,SF,6-5,180,1932-09-24,US,R,La Salle,1954-55,11,PHW
4,Ken Murray,SG,6-2,190,1928-04-20,US,2,St. Bonaventure,1954-55,11,PHW
4,Gene Shue,PG,6-2,170,1931-12-18,US,R,Maryland,1954-55,11,PHW
15,Zeke Zawoluk,PF,6-7,215,1930-10-13,US,2,St. John's,1954-55,11,PHW
11,Paul Arizin,SF,6-4,190,1928-04-09,US,3,Villanova,1955-56,11,PHW
7,Ernie Beck,SG,6-4,190,1931-12-11,US,1,University of Pennsylvania,1955-56,11,PHW
12,Walt Davis,PF,6-8,205,1931-01-05,US,2,Texas A&M,1955-56,11,PHW
5,George Dempsey,PG,6-2,190,1929-07-19,US,1,King's College,1955-56,11,PHW
17,Jack George,PG,6-2,190,1928-11-13,US,2,La Salle,1955-56,11,PHW
15,Tom Gola,SG,6-6,205,1933-01-13,US,R,La Salle,1955-56,11,PHW
9,Joe Graboski,PF,6-7,195,1930-01-15,N/A,6,,1955-56,11,PHW
4,Larry Hennessy,SG,6-3,185,1929-05-20,US,R,Villanova,1955-56,11,PHW
6,Neil Johnston,C,6-8,210,1929-02-04,US,4,Ohio State,1955-56,11,PHW
14,Jackie Moore,SF,6-5,180,1932-09-24,US,1,La Salle,1955-56,11,PHW
7-25,Bob Schafer,SG,6-3,195,1933-03-29,US,R,Villanova,1955-56,11,PHW
11,Paul Arizin,SF,6-4,190,1928-04-09,US,4,Villanova,1956-57,11,PHW
19,Bob Armstrong,C-F,6-8,220,1933-06-17,US,R,Michigan State,1956-57,11,PHW
7,Ernie Beck,SG,6-4,190,1931-12-11,US,2,University of Pennsylvania,1956-57,11,PHW
18,Larry Costello,PG,6-1,186,1931-07-02,US,1,Niagara University,1956-57,11,PHW
12,Walt Davis,PF,6-8,205,1931-01-05,US,3,Texas A&M,1956-57,11,PHW
5,George Dempsey,PG,6-2,190,1929-07-19,US,2,King's College,1956-57,11,PHW
17,Jack George,SG,6-2,190,1928-11-13,US,3,La Salle,1956-57,11,PHW
9,Joe Graboski,PF,6-7,195,1930-01-15,N/A,7,,1956-57,11,PHW
,Larry Hennessy,SG,6-3,185,1929-05-20,US,1,Villanova,1956-57,11,PHW
14,Lew Hitch,PF,6-8,200,1929-07-16,US,5,Kansas State,1956-57,11,PHW
6,Neil Johnston,C,6-8,210,1929-02-04,US,5,Ohio State,1956-57,11,PHW
16,Hal Lear,G,6-0,163,1935-01-31,US,R,Temple,1956-57,11,PHW
4-14,Jackie Moore,SF,6-5,180,1932-09-24,US,2,La Salle,1956-57,11,PHW
11,Paul Arizin,SF,6-4,190,1928-04-09,US,5,Villanova,1957-58,11,PHW
7,Ernie Beck,SG,6-4,190,1931-12-11,US,3,University of Pennsylvania,1957-58,11,PHW
12,Walt Davis,PF,6-8,205,1931-01-05,US,4,Texas A&M,1957-58,11,PHW
5,George Dempsey,PG,6-2,190,1929-07-19,US,3,King's College,1957-58,11,PHW
19,Pat Dunn,SG,6-2,170,1931-03-17,N/A,R,Utah State University,1957-58,11,PHW
17,Jack George,PG,6-2,190,1928-11-13,US,4,La Salle,1957-58,11,PHW
15,Tom Gola,SG,6-6,205,1933-01-13,US,1,La Salle,1957-58,11,PHW
9,Joe Graboski,PF,6-7,195,1930-01-15,N/A,8,,1957-58,11,PHW
6,Neil Johnston,C,6-8,210,1929-02-04,US,6,Ohio State,1957-58,11,PHW
19,Ray Radziszewski,F,6-5,210,1935-03-01,US,R,Saint Joseph's,1957-58,11,PHW
18,Lennie Rosenbluth,SF,6-4,190,1933-01-22,US,R,UNC,1957-58,11,PHW
14,Woody Sauldsberry,PF,6-7,220,1934-07-11,US,R,Texas Southern,1957-58,11,PHW
20,Jim Walsh,F,6-4,195,1930-08-29,US,R,Stanford,1957-58,11,PHW
11,Paul Arizin,SF,6-4,190,1928-04-09,US,6,Villanova,1958-59,11,PHW
7,Ernie Beck,SG,6-4,190,1931-12-11,US,4,University of Pennsylvania,1958-59,11,PHW
5,George Dempsey,PG,6-2,190,1929-07-19,US,4,King's College,1958-59,11,PHW
17,Jack George,PG,6-2,190,1928-11-13,US,5,La Salle,1958-59,11,PHW
15,Tom Gola,SG,6-6,205,1933-01-13,US,2,La Salle,1958-59,11,PHW
9,Joe Graboski,PF,6-7,195,1930-01-15,N/A,9,,1958-59,11,PHW
20,Vern Hatton,PG,6-3,195,1936-01-13,US,R,Kentucky,1958-59,11,PHW
12,Andy Johnson,SF,6-5,215,1932-11-08,US,R,University of Portland,1958-59,11,PHW
6,Neil Johnston,C,6-8,210,1929-02-04,US,7,Ohio State,1958-59,11,PHW
25,Guy Rodgers,PG,6-0,185,1935-09-01,US,R,Temple,1958-59,11,PHW
20,Phil Rollins,G,6-2,185,1934-01-19,US,R,Louisville,1958-59,11,PHW
18,Lennie Rosenbluth,SF,6-4,190,1933-01-22,US,1,UNC,1958-59,11,PHW
14,Woody Sauldsberry,C,6-7,220,1934-07-11,US,1,Texas Southern,1958-59,11,PHW
16,Guy Sparrow,PF,6-6,218,1932-11-02,US,1,Detroit Mercy,1958-59,11,PHW
11,Paul Arizin,SF,6-4,190,1928-04-09,US,7,Villanova,1959-60,11,PHW
7,Ernie Beck,SG,6-4,190,1931-12-11,US,5,University of Pennsylvania,1959-60,11,PHW
13,Wilt Chamberlain,C,7-1,275,1936-08-21,US,R,Kansas,1959-60,11,PHW
15,Tom Gola,SG,6-6,205,1933-01-13,US,3,La Salle,1959-60,11,PHW
9,Joe Graboski,PF,6-7,195,1930-01-15,N/A,10,,1959-60,11,PHW
20-52,Vern Hatton,SG,6-3,195,1936-01-13,US,1,Kentucky,1959-60,11,PHW
12,Andy Johnson,SF,6-5,215,1932-11-08,US,1,University of Portland,1959-60,11,PHW
5-25,Guy Rodgers,PG,6-0,185,1935-09-01,US,1,Temple,1959-60,11,PHW
17,Joe Ruklick,PF,6-9,220,1938-08-03,US,R,Northwestern,1959-60,11,PHW
14,Woody Sauldsberry,PF,6-7,220,1934-07-11,US,2,Texas Southern,1959-60,11,PHW
16,Guy Sparrow,F,6-6,218,1932-11-02,US,2,Detroit Mercy,1959-60,11,PHW
11,Paul Arizin,SF,6-4,190,1928-04-09,US,8,Villanova,1960-61,11,PHW
16,Al Attles,PG,6-0,175,1936-11-07,US,R,North Carolina A&T,1960-61,11,PHW
